"Title","Lyrics"
"Oh My Dis Side","Part I: Oh My

Intro: Travis Scott
Yeah

Chorus: Travis Scott & Quavo
Oh my, oh my
Oh my, oh my
Ive been up for a long time, oh my
Oh my, oh my
Oh my, oh my Oh my, yeah
Oh my, oh my Oh-oh-oh
Ive been up for a long time, oh my
Oh my, oh my

Verse: Travis Scott & Quavo
Ive been up for a long time Ooh, broad day
Ive been popping pills Ooh, pouring syrup Ooh, great day
Cuzo hanging at my aunty house Bando selling yay Uh
I got shooters dressed in camo Grra
Oh my Ooh
Ive been in and out the courthouse, jury tripping
Ive been flipping, flipping, syrup sipping Flipping
Water whippin Whippin
Mama kicked me out the house now, oh my Woo
I might end up on a couch now Gah, oh my
Im on a flight now Yeah, oh my
L.A., at another couch now Uh, oh my
Im counting up nothing but Benjamins right now Money
Oh my
Im on a flight now Woo, we so high
Bout to get some cash now Cash, oh my
Got my momma that new house now Momma, oh my
Now she cannot kick me out now No, oh my
Ive been up for a long time La Flame, oh my Oh my
Woo!
Chorus: Travis Scott & Quavo
Oh my, oh my Uh
Oh my, oh my Oh my, oh my
Ive been up for a long time Long time, oh my Oh my
Oh my, oh my Oh my, uh, go
Oh my, oh my Oh my
Oh my Uh, oh my Oh my
Ive been up for a long time, oh my Long time
Oh my, oh my Oh-oh-oh-ooh
Part II: Dis Side

Verse 1: Travis Scott & Quavo
Wow Wow, wow, wow
Let me tell you a little story about this side This side
You really cant make it on this side This side
Lot of lone stars on this side This side
I feel a lot at home on this side Ooh
Ball til we fall on this side Ooh
Lit late night on this side Ooh
You never come around past midnight Ooh
You miss everything on this side

Chorus: Travis Scott & Quavo
This side This side, this side This side
This side, this side, this side, this side Uh
This side Woo, this side Ooh
This side, this side, yeah
Verse 2: Travis Scott, River Tiber & Quavo
I made a lot of money on this side Ooh
Lost a lot of money on this side Ooh
Had my first kiss on this side Ooh
Learned a lot of shit about this side Ooh
Lately I been thinking bout this side Ooh
Tryna get back on this side Ooh
Tryna get back whats been mine Ooh
I gotta get back on this side
Really miss the feeling of the late nights Late nights
Shit we used to do around midnight Midnight
Hangin on the corner, had shit tight Shit tight
Doin all the drugs, had to get right Get right
If I could get my partner back it would be nice Be nice
He would shoot the one, wouldnt think twice Shoot the one
He was too involved with the street life Street life
Only way to live on this side This side

Chorus: Travis Scott, River Tiber, & Quavo
This side This side, this side This side
This side, this side, this side, this side Oh
This side This side, this side Oh
This side, this side, this side Migo!

Verse 3: Quavo
Young rich nigga from the Northside
Paid my dues on this side
Flippin the bricks on this side
I made it out the hood, Im on the other side
All my niggas on this side This side
Keep it one hundred on this side
Love to get money on this side
No new niggas on this side This side
Look at my diamonds, dont get blind Dont get blind
You better handcuff your ho with a zip tie Cuff
Cause well take her, bust her down on this side Woo
Broke niggas stand to the left side
Handsome and wealthy on this side
I came from the bottom
And now Im on top, thats phenomenal Phenomenal
This side, this side, this side, this side
If I did not make it, I wonder where I would go Oh!
This side, this side This side, this side Uh
Graduated from the midget Woah
This the life I was livin Woah
Graduated to a million Woah
Its the money that Im gettin Woah
Graduated from a hotbox
Now Im ridin round in a Bentley Skrrt, skrrt
This how we do it on...
Outro: Travis Scott & Quavo
This side, this side Woo, this side Uh
Always, always this side
This side, this side, this side
Thats right, thats right
You never come around past midnight
Midnight, midnight
You know how I like my lean poured right
Just right, on this side
Find everything you need, everything you need on this side
This side, this side, this side, this side197"
"Ok Alright","Part I: Ok

Intro: Zona Man
Yeah, you know, we gon be aight
Leaders of the new school
They aint want to let us in but they had to
Trav, tell em what it is
Zona Man in the building

Chorus: Travis Scott & ScHoolboy Q
Okay, okay, okay
Already know its gon be alright
Way we going up we might be all night
Okay, okay, ay
Now we gon blow like the wind
Shouldve never let us niggas in
Okay, okay, okay, okay
Shouldve never let them niggas in
Shouldve never, shouldve never let them niggas in
Shouldve never let them niggas in
Shouldve-shouldve-shouldve never let us niggas in
Shouldve never let us niggas in
Shouldve-shouldve-shouldve never let us niggas in
Okay, okay, okay

Verse 1: Travis Scott & ScHoolboy Q
Lets get this shit lit poured right
Need my drugs alright
Call my bitch up, she gon suck this dick four ways
Four ways, now its time to pay
Need my money now, not tomorrow, need that shit today
Okay, okay, okay, okay
Now its bombs away
Bitches kissing bitches while my niggas serve em candy cane
Okay, okay, bouncing on La Flame, put you up on game
Teach you mix a little, how to dab a little
Them bitches scared, them bitches scared, ah, yeah
Chorus: Travis Scott & ScHoolboy Q
Okay, okay, okay
Already know its gon be alright
Way we going up we might be all night
Okay, okay
Now we gon blow like the wind
Shouldve never let us niggas in
Okay, okay, okay, okay
Shouldve never let them niggas in
Shouldve never, shouldve never let them niggas in
Shouldve never let them niggas in
Shouldve-shouldve-shouldve never let us niggas in
Shouldve never let us niggas in
Shouldve-shouldve-shouldve never let us niggas in
Okay, okay

Verse 2: ScHoolboy Q & Travis Scott
Bottom bitch say ho
Know you on top when the top get floored
Crib where the cop wont go
Rollie on bling bling, neck-neck on ice
Tell a bitch, Get right, make a nigga miss that flight
Can a nigga hit that twice
Should have never let us niggas in
Got my first M 2012
Now a hundred K in the mail
Free another homie on bail
Money low, her pussy gon sell
Tryna tell me money aint sh
When you tried to tell me water wont whip
When you tried to say this quarter wont flip
Since Snoop who the other rich crip
How Groovy get the Pringle man chip
Walk on with a twenty-yard clip
Walk on while a real nigga limp
Black nigga green grass no golf
So on turn the satellite off from the set
Feel like I died on that cross, hang on
Chorus: Travis Scott & ScHoolboy Q
Okay, okay, okay
Already know its gon be alright
Way we going up we might be all night
Okay, okay
Now we gon blow like the wind
Shouldve never let us niggas in
Okay, okay, okay
Shouldve never let them niggas in
Shouldve never, shouldve never let them niggas in
Shouldve never let them niggas in
Shouldve-shouldve-shouldve never let us niggas in
Shouldve never let us niggas in
Shouldve-shouldve-shouldve never let us niggas in
Okay, okay
Part II: Alright
Chorus: Travis Scott
Alright, alright, alright
Balling down the corner
Alright, alright, alright, alright
Take the long way home
Alright, alright, alright
Alright, alright
Alright, alright, alright, alright
Verse 1: Travis Scott
Jacques was born April 30, ayy
Doctor said he wont be home in thirty days
He gon be alright, alright, alright, alright
Mama said her son gon be a gift
Mama said her son gon be the shit
He gon be alright, alright, alright, alright
Mama coming home with different niggas
Daddy out there hanging with the killers
Will it be alright, alright, alright, alright?
Feel like Ima need me a sip
Feel like Ima need me a bitch
Make me feel alright, alright, alright, alright

Bridge: SZA
Theres blood on your face
Uh, salt on your skin
Your battle is done for now

Verse 2: Travis Scott & SZA
Alright, alright, alright
Now I wanna, wanna blow these trees alright Mm-mm
Hit another lick and we gon be alright Mm, ah, ooh
Alright, alright, alright, alright Ooh-ooh, ooh-ooh
Now we got this breeze, we gon be alright Ah-aah, ah-aah
Hundred all we need, we gon be alright Mm-mmm, woah, woah-ooh, woah-ooh
Alright, alright Mm-mmm, woah, woah-oh-oh-ooh

Outro: SZA
Completely available to you
Scrape a little off the top
Come, make your pudding pop
Alright, all night Eeh-eeh-eeh-ooh-ooh-ooh54"
"Old English","Chorus: Ashton Travis
Tonight we live our lives
Im gonna take you to heaven tonight
Dum da da dum da dum da dum
Dum da da dum da dum da dum
Tonight we live our lives
Im gonna take you to heaven tonight
Dum da da dum da dum da dum
Dum da da dum da dum da dum

Verse 1: King Chip
Yeah, fresher than a bitch with the ratchet on me
Just case it get a little ratchet homie
Roll something up then pass it to me
King Chip so cold, bitch has to know me
Know a nigga, all I know its nothin mayne
Eatin pretty good while you lunchin mayne
Leather seat back so my nuts can hang
Dont talk me to death, nigga, fuck your name Shut the fuck up
Know a nigga in this bitch stuntin on them
Brand new tech, Im huntin homie
When Im in my zone, give a fuck who know me
Bitch ass niggas got nothin on me
Know a niggas livin like Im supposed to though
Every lane on the freeway, Im supposed to hog
Hitting doughnuts in the middle of Melrose
Nigga black on black...
Chorus: Ashton Travis
Tonight we live our lives
Im gonna take you to heaven tonight
Dum da da dum da dum da dum
Dum da da dum da dum da dum
Tonight we live our lives
Im gonna take you to heaven tonight
Dum da da dum da dum da dum
Dum da da dum da dum da dum

Bridge
Holy father, please wash my sins
The holy grail has fallen over

Verse 2: Travis Scott
Tell me how I look
Got pharaoh blood in my DNA
Chardonnay, let it marinate
Paris hill sippin Perrier
Goo Goo Scott no Gaga
Might fuck around and just poke her face
Running red lights, you scurred?
Might fuck around and just swerve
Wait, shut the fuck up, hallelujah
Bow down when I walk in this bitch
Ho remember that
That was just a modeling chick
9 bitches now wanna go
And tell their bitch screaming: Hallelujah
Fucking with the double x whyd you do it
Leave you hanging watch your momma mop the fluid
Now your casket close, screaming how they knew ya
Chorus: Ashton Travis
Tonight we live our lives
Im gonna take you to heaven tonight
Dum da da dum da dum da dum
Dum da da dum da dum da dum
Tonight we live our lives
Im gonna take you to heaven tonight
Dum da da dum da dum da dum
Dum da da dum da dum da dum14"
"On My Vibe","Intro: Lil Duke & Travis Scott
Travis Scott and Lil Duke Yeah
Rodeo shit

Chorus: Travis Scott
On my vibe, on my vibe Ive been drinking
Everytime,everytime,why we dothis?
Spent my mind on my grindIm not selfish
We break up then make up we cant help it
Ive been sipping Ive been popping everything
Lets save some time we aint got to tell no names
They say they want a real one
They say they want a real one to make them feel young
Feel young, feel young
On my vibe, on my vibe Ive been drinking
Everytime, everytime, why we do this?
Spent my mind on my grind Im not selfish
We break up then make up we cant help it
Ive been sipping Ive been popping everything
Lets save some time we aint got to tell no names
They say they want a real one
They say they want a real one to make them feel young
Feel young, feel young
On my vibe, on my vibe Ive been drinking
Everytime, everytime, why we do this?
Spent my mind on my grind Im not selfish
We break up then make up we cant help it
Ive been sipping Ive been popping everything
Lets save some time we aint got to tell no names
They say they want a real one
They say they want a real one to make them feel young
Real one, make them feel young
Feel young, want a real one to make them feel young
Feel young, make them feel young
Feel young Willz, feel young
Verse: J Willz
Ayy, I can do that too, let me talk to em
Young girl, party girl Party girl
This is for the party girls round the world
I can let you meet trap, but I gotta take em serious
Talkin bout the ?, made a couple beers
Ive been puttin drugs in the air like trees
Misbreathing your air, misrubbing your hair
Miss sitting, it raw
I dont wanna get a vault, got enough
Bitch tryna take the ?
Ive been on my vibe, Ive been drinking and driving it
Right in the roller-coaster, Houston, we got a problem
Keep the VC, dont know when you return
And we broke up ? make up, we gon turn up
Anything to make you feel young, but you old
You aint gotta lie, you aint gotta front
That aint really ? none
Nigga, I aint gon stunt, but that aint what you want
I mean so what? I like the hair front
Im young, over this situation I get too drunk
We gotta come back in the piece as one
Lets boss up in the ? fuss
You and me aint got fun, like I dont miss a ho
? he say and she say it been a issue
I be real with you, good, you ? simple
Right now I gotta vibe, keep it light, dont kill it
Now tonight
Chorus: Travis Scott
On my vibe, on my vibe Ive been drinking
Everytime, everytime, why we do this?
Spent my mind on my grind Im not selfish
We break up then make up we cant help it
Ive been sipping Ive been popping everything
Lets save some time we aint got to tell no names
They say they want a real one
They say they want a real one to make them feel young
Feel young, feel young, feel young
On my vibe, on my vibe Ive been drinking

Outro: J Willz
Ive been drinking on, yeah
Scott, Willz
On my vibe, on my vibe, on my vibe
Vibe, yeah
Mr. E, RPS, fun, hmm-hmm, yeah"
"Ooo Nana","Chorus: Young Thug & Travis Scott
Ooo mama, Thugger want that punana
Switcharoo, I know, I know what to do on her
On the moon when I take off on the shroom mama
Looney Tune flyin, whip it, whats your groove mama?
All my niggas outside, your niggas aint here, bruh
Your bitch say my dick that new fashion trend, bruh
All this money, all these hundreds, damn its endless
Ooo mama, Thugger want that punana
Switcharoo, I know, I know what to do on her
On the moon when I take off on the shroom mama
Looney Tune flyin, whip it, whats your groove mama?
All my niggas outside, your niggas aint here, bruh
Your bitch say my dick that new fashion trend, bruh
All this money, all these hundreds, damn its endless

Open Verse

Outro: Young Thug
Ooo mama, Thugger want that punana
Switcharoo, I know, I know what to do on her
On the moon when I take off on the shroom mama
Looney Tune flyin, whip it, whats your groove mama?52"
"?outside","Chorus: Travis Scott
All my niggas outside
Aint goin in, yeah
We been hangin outside
Aint goin in, yeah, yeah, yeah

Verse 1: Travis Scott
Yeah, yeah, automatic, yeah
Always got it on me baby, automatic, yeah
Where Im at is static, but it aint got traffic, yeah
Push up on me, them boys make you do a backflip
Balance on the beam, yeah, balance on the beam, yeah
Do some shit Ive never seen
Wont you come ride with the team, yeah
Yeah, you might just win a ring, yeah
While they home on they homescreens

Chorus: Travis Scott
And all my niggas outside
Aint goin in, yeah
We been hangin outside
Aint goin in

Verse 2: Travis Scott
We been hangin outside, goin in
Outside, not goin in
Pull up in a Lambo or just with the Benz
Checking out, never checking in
We been outside, not goin in
Hope you had a mattress when you sleepin on me
Hope you got some backup if you creepin on me
Cause just last week I Rest In Peaced a homie
Why you do it? Why you switch up? Ooh
Was it for the image or for the pictures? Ooh
You always seem to show up when Im at the mixes
Cause you know Im not myself when Im off the liquor
Off the lean, its always better off the lean
Chorus: Travis Scott & 21 Savage
All my niggas outside
Aint goin in, yeah
We been hangin outside
Aint goin in
All my niggas outside 21, 21, 21, 21

Verse 3: 21 Savage
All my niggas outside
Pillow talkin, sneak dissin, get a nigga jaw wired
Beat your baby momma throat so long she say her jaws tired
Young Savage get a nigga whacked cause I got mob ties, Im a wise guy
All my niggas in the field
Im draped in Avianne, I aint got a deal
Slaughter Gang and PDE, we killin shit for real 21, 21
Ten bad bitches suckin dick and eatin pills What?
And I keep that Tommy, nigga, I aint talkin Hil 21
And I be on mud, I get mad if it spill Yeah
Bitch, I know your baby daddy probably wanna kill Kill
Im a real nigga, fuck niggas cant feel 21
Plus I get inside that bowl and scrr, scrr, scrr, scrr
Hit it from the back pull up her skirt 21
I just copped that Bentley truck, I skrt, skrt, skrt 21
Bitch, Im outside on the percs, percs, percs 21, 21, 21

Chorus: Travis Scott
All my niggas outside
Aint goin in, yeah
We been hangin outside
Aint goin in
All my niggas outside60"
"Paradise V3","Chorus 1
If you drinkin, pour it up
If you smokin, light it up
In the H we get it shawty
Yeah thats my type, yeah thats my type

Verse
Oh, its so amazin
Good god that ass is gracious
Feel like Im on top of the whole world
Goddammit, its amazin
Plottin how we gon do it, we shot
We pull up to my-
Pull up to Vegas and strip
And still man of the month
Yeah, theres so much in the jet

Chorus 2
We can go straight to moon like voil
We can disappear from this world like voil
Another sip and Im gone like voil
Baby, its easy come and follow me to paradise
So come and follow me to paradise

Chorus 1
If you drinking pour it up
If you smoking light it up
In the H we get it shawty
Yeah thats my type
Yeah thats my type
Chorus 2
We can go straight to moon like voil
We can disappear from this world like voil
Another sip and Im gone like voil
Baby, its easy come and follow me to paradise
So come and follow me to paradise

Chorus 1
If you drinking pour it up
If you smoking light it up
In the H we get it shawty
Yeah thats my type
Yeah thats my type
If you drinking pour it up
If you smoking light it up
In the H we get it shawty
Yeah thats my type
Yeah thats my type  voil  voil"
"PARASAIL","Intro: Dave Chappelle
I stand tall, I fall, I get up
I fall, I get up
I fall, but I get up
I stand tall, I stand tall

Chorus: Travis Scott
Ridin parasail, rollin through the grass
Shaded under trees
Lookin through a glass
Watchin by the bushes, waitin on a breeze
You is all I need
Water movin fast, washin memories, tryna make it last
Parasail

Verse: Travis Scott
Flyin through the bush, we flyin through the bush
Wave, we gon rock, wave, we gon take a swole
We gon swole, we gon rock clean
We gon shake off the mother-mother-mother-mother live
We gon live, we gon rock show
We gon pop, we gon rock, I

Pre-Chorus: Yung Lean
Success comes so easy for you Oh
Thyre waiting behind the call
Chorus: Travis Scott
Ridin parasail, rollin through th grass
Shaded under trees
Lookin through a glass
Watchin by the bushes, waitin on Ooh-ooh-ooh

Bridge: Dave Chappelle
I forgive myself, I forgive myself
I choose to feel good, I choose to feel free
I will fight for everything I love, forever
And I will love everything that I fight for, forever

Outro: Yung Lean
With me
Wonder what you wanna do
When youre not with me17"
"PART TIME","Verse 1: Travis Scott
Part time, work at Sams
Yeah she still work with her man
I can fall through, just no cams, yeah
White pills on my mans
I cant fall asleep, off Xans, under circumstance
Want me to fall off, cant go that easy
I cant fall off, I know they need me

Pre-Chorus: Travis Scott
Gang-gang just like fam
No new ones, cant take no chance, yeah
They know Im legend, yeah

Chorus: Kevin Parker
O-o-o-hh yeah, yeah
O-o-o-hh yeah, yeah, yeah

Verse 2: Travis Scott
Dont look at me strange
I got so good with that aim, so good at takin names
Somethin bout this fame
I mean sometimes leave me drained, but so good, cant complain
Hundreds feel like ones, millions feel like thousands
Never see the sun, always see the night end
Pre-Chorus: Travis Scott
Gang-gang just like fam
No new ones, cant take no chance, yeah
They know Im legend, yeah

Chorus: Kevin Parker
O-o-o-hh yeah, yeah
O-o-o-hh yeah, yeah, yeah11"
"Party Till","Intro: Mustard
Yeah, ayy
Yeah, ayy
Yeah, ayy
Yeah
Yeah, ayy
Mustard on the beat, ho

Chorus: Mustard
You know when this song come on, its the shit, my nigga Yeah, ayy
Call a few bitches, no niggas, thats it my nigga Yeah, ayy
A house in the hills at the top, my nigga Yeah, ayy
Party til they call the cops, my nigga Yeah, ayy
And we still lay on the stop, my nigga Yeah, ayy
We aint scared of the cops, my nigga Yeah, ayy
Bottles gon get popped, my nigga Yeah, ayy
Party til they call the cops, my nigga Yeah, ayy

Verse 1: Travis Scott
When I call, pick up, oh, yeah, you know the deal Yeah
You know T need to cop a feel on you
Then go David Copperfield on you Ooh
Know this a whole lot to put on you Ooh
So are you still awake Yeah, still awake? Yeah
Here to take Yeah a stick I give away
Goin up, away Its lit, up, up and away
Pour me up my drink Straight up, tell me how it taste
Hop in a coupe Coupe, if theres nothing to do Do
Me and my boo, ooh, ooh
Chorus: Mustard
You know when this song come on, its the shit, my nigga Yeah, ayy
Call a few bitches, no niggas, thats it my nigga Yeah, ayy
A house in the hills at the top, my nigga Yeah, ayy
Party til they call the cops, my nigga Yeah, ayy
And we still lay on the stop, my nigga Yeah, ayy
We aint scared of the cops, my nigga Yeah, ayy
Bottles gon get popped, my nigga Yeah, ayy
Party til they call the cops, my nigga Yeah, ayy

Verse 2: Mustard
If youre single, show it
Ex-friend lookin heart broke
We aint really trippin on nothin
Everybody in here smokin
I got kush on me by the pound
You know Im finna blow this bitch down
And if you ever catch me outta town
Just know I got the best weed around
Cause you know Im too turned up in this bitch
And you know this shit got me super lit, yeah

Chorus: Mustard
You know when this song come on, its the shit, my nigga Yeah, ayy
You know when this song come on, my nigga
Call a few bitches, no niggas, thats it my nigga Yeah, ayy
Call a few bitches, no niggas, thats it my nigga, yeah
A house in the hills at the top, my nigga Yeah, ayy
A house in the hills at the top, my nigga, yeah
Party til they call the cops, my nigga Yeah, ayy
They gon have to call em, they gon have to call em
And we still lay on the stop, my nigga Yeah, ayy
No, no, no, no, no, no, no
We aint scared of the cops, my nigga Yeah, ayy
No, no, no, no, no, no, no
Bottles gon get popped, my nigga Yeah, ayy
Bottles for all of my niggas, bottles for all of my niggas
Party til they call the cops, my nigga Yeah, ayy
Til they call the cops, til they call the cops, yeah8"
"Perfect","Chorus
Why you call me up? Wanna know
Why you call me up? Wanna know
So perfect, perfect, perfect
Why you call me up? Wanna know
Why you call me up? Wanna know
So perfect, perfect, so perf

Verse 1
Used to, used to
Used to ride around in the Mo, we kept that on the low
You was late night with the owl gettin stacks on a roll, on a roll
Youre so perfect, perfect
We was fightin, couldnt wait so we hit the side of the road
Its so good

Instrumental Break

Verse 2
9AM, ridin on the side of the M
Why you, why you call me up? Wanna know
Youre so per, had it, bird
Damn it, I need it off dirt
Count it up, ? on you
? so much
?2"
"Phoenix","Verse 1
Funny things is changing now we out of here
Aint shit the same but Jason Ill admit
Seen my mama in pain she cried a hundred tears
So fucking tired so fucking many nights it got so hot in there
So tonight we at the time nigga blow them candles mane
Cause when its time to shine no need for candles mane
We some cocky niggas in the rocky niggas
Rocking dolo Will & Rich in here we from the traffic nigga
See the problem is yeah, we too proud of this
Now-now, the problem is, too many columns is anonymous
We too proper nigga get a prop for this
And we can take a trip to Karen nigga get a shot of this
Dodge a copper-opper cab will give a shit
Go to class but not for the scholarship
Heres a different scholar she a dolly pouter
Heres a problem with my holy grail, aint got no holy water
Im too slonky, Tony hates this part about it
When the keys roll up the car, you can roll if you with it yeah, yeah

Chorus
Mirror mirror, on the wall, who the freshest of em all? Tell em
That shit is wack, them niggas in the mall they sellin
Think about it, she stay in the Margiela
Trippy done slip on the floor, bout 4 of my bros
Stepping these hoes, vanilla
Verse 2
Candy be keep tapping that hoe, we hopping that area code
Somehow, if they figure that Harry and Mary are bros
They end up just rocking the tote
Circles around, you be calling up everything gold
Them niggas is southerners niggas be rapping and popping
Not give a fuck about those
The same ones giving me 5, is seeing me live
The girl they chilling beside, be giving me sage
She been tripping all night, thinking bout moving them boobies aside
Sneak in and out of the crib
But definitely, Holly committed to giving me rights

Chorus
Mirror mirror, on the wall, who the freshest of em all? Tell em
That shit is wack, them niggas in the mall they sellin
Think about it, she stay in the Margiela
Trippy done slip on the floor, bout 4 of my bros
Stepping these hoes, vanilla"
"Piss on Your Grave","Intro: Kanye West
Yo, yo, yo

Verse 1: Kanye West
I use your face as a urinal, then do the same at your funeral
Piss on your grave, piss on your grave, piss on your grave
Piss on your grave, piss on your grave, piss on your grave
This one here for the executives, fuck you and all of your relatives
Piss on your grave, piss on your grave, piss on your grave
Piss on your grave, piss on your grave, nigga, behave
Nigga, behave, nigga, behave

Verse 2: Travis Scott
Us niggas, we cant behave
We mobbed on the pave, got treated like slaves
Young niggas treated like slaves
This the moment Ive been waiting for
This why I moved to Cali, stepped outside and got shaded for
Told momma, Bitch, get back in the door
Ive been comin up and down, a nigga cant take no more
Kamikaze over commas
Benjamins, dividends stuffed in my jeans, I cant fit in
Poppin pills since droppin Ritalins
Pop a penicillin, nigga, you gotta get with it
My, my, my, my, look at little Scotty now
The same fuckers used to doubt
All preachin that they proud
I pull my zipper down and whip it out
Verse 3: Kanye West
Piss in your grave, piss in your grave
Turn this up, teacher
Play this in the third grade, in the third grade
Cant hide from the truth
Now, we bout to go ape, were bout to go ape
These streets is not safe
These niggas aint playin, these niggas aint playin, huh?
These niggas aint playin
This for my fam, this for the fam, do this for the fam
Hop out of the Lamb, hop onto the gram
What the fuck was you sayin?
Piss in your grave, piss in your grave, piss in your grave
Ill piss on your face
Ill piss on your bitch, Ill piss on your date, ugh
Fuck is you sayin? Fuck is you sayin? Fuck is you sayin?
Me and La Flame, is you not entertained?

Outro: Kanye West
Huh86"
"Poet and Parade","Part I: Poet

Chorus
Ridin round in my old whip
Used to drive that thing like I stole it
I control the drop while you roll it
12 pull us over, youll hold it
You the coldest girl out the North, yeah
You the hottest girl and you know it
I might just let you poet for real, yeah

Bridge
Ah, yeah, got a little trip
Got it real, ridin really real
Ridin round, trynna make a mil, yeah

Verse
Damn, I woke up not a monogamous
Lipstick all over my boxers, though
Who knew this trill shit was possible?
Money, money, alcohol, pussy, weed
Everything that I need, a whole lotta more
Got them gold wrappers though
Aha, you know, scared that bitch, vamanos
I gotta know one thing about you before I mnage you
Is you freaky, you nasty? You know you lik women?
You remind me of Holly
Ayo, Holly, Im in it, lt me know when you ready
Come and lay with a lion
Ima pounce on that pussy, you know when Im in it
You cum harder than I do
Like a Xan on a bicycle, know I be rollin
Rollin, Im rollin, Im focused I dont need no foldgers
No remote, Im gone control it
Stomach rumblin, I be money hungry
Got the money coming in right at the spot where it so hot, surrounded by police
Hop in my whip, we can ghost it, yeah
Bridge
Ah, yeah, got a little trip
Got it real, ridin really real
Ridin round, trynna make a mil, yeah

Chorus
Ridin round in my old whip
Used to drive that thing like I stole it
I control the drop while you roll it
12 pull us over, youll hold it
You the coldest girl out the North, yeah
You the hottest girl and you know it
I might just let you poet for real, yeah

Part II: Parade

Chorus
We pull up, we park up, we hop out, we pop out, parade Yeah
All of these bitches and bottles, its Cirque du Soleil Woo
I need all these hunnids, these thousands, these millions today Straight up, ayy
They callin me Michael the way that Im beatin the case La Flame
So go head and boot up and light up and start a parade Woo
My niggas drug dealers and killers, they not no fugaz Yeah
Im the man, Im the man with the bands in his hands that can start a parade Straight up
Call your friends, call your friends, tell em run it and come over, lets start a parade
Verse
Last time I told these niggas, I show up, its on
Nigga, Af-on, when I rep my life, nigga, thats on my own
Peace sign with my piece so long, nigga, as if it gon go
Short-haired, short-minded nigga, shorty for the feelin feely-wns
See these niggas that get it poppin than these niggas got a hasi than the world wraithe
In-a-sod my niggas, a lotta feelin my niggas and, Goddamn, my niggas a lil late
Need to show up late, nigga, show up
Hit em on in, get your dough up
Hoes in-a-ma-fiy with the flow up, nigga, go nuts
Ooh, hit this parkin lot, hittin doughnuts
Swervin off that curb, nigga, dont crash into my worst
Mofucka, I might blast it out and get a hurry
Hin a min or get it early
Fist-a-Mona ring or visit Barz, is it worth it?

Chorus
We pull up, we park up, we hop out, we pop out, parade Yeah
All of these bitches and bottles, its Cirque du Soleil Woo
I need all these hunnids, these thousands, these millions today Straight up, ayy
They callin me Michael the way that Im beatin the case La Flame
So go head and boot up and light up and start a parade Woo
My niggas drug dealers and killers, they not no fugaz Yeah
Im the man, Im the man with the bands in his hands that can start a parade Straight up
Call your friends, call your friends, tell em run it and come over, lets start a parade
Open Verse

Chorus
We pull up, we park up, we hop out, we pop out, parade Yeah
All of these bitches and bottles, its Cirque du Soleil Woo
I need all these hunnids, these thousands, these millions today Straight up, ayy
They callin me Michael the way that Im beatin the case La Flame
So go head and boot up and light up and start a parade Woo
My niggas drug dealers and killers, they not no fugaz Yeah
Im the man, Im the man with the bands in his hands that can start a parade Straight up
Call your friends, call your friends, tell em run it and come over, lets start a parade"
