Title,Lyrics
​lose (Demo 2),"1 Contributor​lose (Demo 2) Lyrics[Pre-Chorus: Travis Scott]
My Lambo gon' skrrt, my crib ain't got service
I got shit to lose, that shit make me nervous
I got shit to lose, gotta keep my cool
Gotta watch the dupes, can't let them come through
I got shit to lose
Hold up wait, more to gain, more at stake
I got shit to do
Had to move, with the crew, away from you

[Chorus: Travis Scott]
Steady with the crew, steady with the crew
And you never liked it, and you never liked them
Steady with the crew, steady with the crew
And you never liked it, and you never liked them

[Pre-Chorus: Travis Scott]
My Lambo gon' skrrt, my crib ain't got service
I got shit to lose, that shit make me nervous
I got shit to lose, gotta keep my cool
Gotta watch the dupes, can't let them come through
I got shit to lose
Hold up wait, more to gain, more at stake
I got shit to do
Had to move, with the crew, away from you
See Travis Scott LiveGet tickets as low as $15You might also like[Chorus: Travis Scott & Cassie]
Steady with the crew, steady with the crew
And I never liked it, and I never liked them
Steady with the crew, steady with the crew
And I never liked it, and I never liked them

[Verse: Travis Scott]
You know what, we grew on
We go back like futons and coupons
We too bad, we too wild, we too young
Shake some, my niggas gon' shake some
Run through and break some
Broad day, and take some

[Open Verse]

[Chorus: Travis Scott & Cassie]
Steady with the crew, steady with the crew
And I never liked it, and I never liked them
Steady with the crew, steady with the crew
And I never liked it, and I never liked themEmbed"
LOST FOREVER,"163 ContributorsTranslationsTürkçePortuguêsEnglishРусский한국어DeutschLOST FOREVER Lyrics[Part I]

[Intro: Chuck Senrick & James Blake]
Have you ever been lost?
Have you ever been lost?
Forever

[Verse: Travis Scott, James Blake & Chuck Senrick]
Lost on islands, driven in boat cars
Just bring your girl, feel like she both ours
Young black nigga work at the Auchans (Auchans)
So how we here trapped on the ocean?
'Bout to go up a level of disrespectful
I'm just one chain away from goin' heavy metal
I'm just one angel away from blockin' out the devil
Just one mountain away from meetin' all my rebels
Too much power, too many hours all in a day
I sent her flowers, ain't talkin roses, I'm talkin' maoda
Ask if she ""ha-ha-ha"", I wouldn't doubt it
Took her through the Hills at noon, she felt the (And how wonderful, how wonderful)
Baby girl think she in Honolu' (Wonderful)
Don't you know you in the I-5 loop? (How wonderful)
How many chickens fit in the coupe? (How wonderful, wonderful)
Wonderful, she don't wanna leave
She jump up, bounce back like trampoline (Have you ever been lost?)
See Travis Scott LiveGet tickets as low as $15You might also like[Part II]

[Verse 1: Westside Gunn]
Ayo, whip the cocaine 'til the pot bust ('Til the pot bust, ah)
You was on the porch, I was locked up (I was locked up, ah)
Two-tone Maybach truck with the MAC-12 (Skrrt, MAC-12)
Think a nigga shot somethin' (Ah)
Put it to your face, watch a motherfucker blow (Boo-boo-boo-boo-boom)
Daytona, different color face on the Ro' (Ah)
Ten on his head, he be dead by the mornin' (By the mornin')
I can get thirty for the stove (Ah)
Dior trench shit hang to the floor (Ah)
Dior goggles, I ain't playin' with you hoes (Uh-uh)
Out in South Beach with the poles in the Rolls (Skrrt, boo-boo-boo-boo-boom)
Good to see ya dudes, alligators on the toes (Ah)
Fashion week, I almost tripped two bitches (Ah)
Hundred-round drum, make a nigga go get it (Make a nigga go get it, grrt)
John L. Sullivan, bucket while we drillin' (Boo-boo-boo-boo-boom)
Had to sneak my new Glock up in Lenox (Ah)
Free Sly Green, he got Wayne Perry digits
Socks Burberry, dick sucks on the visit (Ah, brrt, boo-boo-boo-boo-boom)

[Verse 2: Travis Scott & Westside Gunn]
First one to pop, first to earn the stripes (Stripes)
Three strikes in, twenty-five to life (Uh-uh)
Hyping up the building, hyping up the sights (Sights)
Whip got the wings of angel kit
I been wanting this shit my whole life, I didn't pray for it
She want me to come into his house but I can't kick it
She want the whole dub-dub E, but I ain't convinced
Never met her she, but she met Sheck, she don't need a prince
Took her off the O into the D, she ain't take offense
Way we got it bouncin' off the boards we making prints
Wait until I step into the floor and then they commence27Embed"
LOST FOREVER (Original),"8 ContributorsLOST FOREVER (Original) Lyrics[Intro: Chuck Senrick & James Blake]
Lost, have you ever been lost?
Forever
Lost, forever
And how wonderful, how wonderful
Wonderful, how wonderful (Lost)
How wonderful, how wonderful
How you are, forever

[Verse 1: Travis Scott, James Blake, & Chuck Senrick]
Lost on islands, driven in boat cars
Just bring your girl, feel like she both ours
Young black nigga work at the Auchans (Auchans)
So how we here trapped on the ocean?
'Bout to go up a level of disrespectful
I’m just one chain away from goin' heavy metal
I'm just one angel away from blockin’ out the devil
Just one mountain away from meetin' all my rebels
Too much power, too many hours all in a day
I sent her flowers, ain't talkin roses, I'm talkin' maoda
Ask if she ""Ha-ha-ha"", I really doubt it (Ha-ha-ha)
Took her through the Hills at noon, she felt the— (And how wonderful, how wonderful) (She felt the—, she felt the—)
Baby girl think she in Honolu' (Wonderful)
Don't you know you in the I-5 loop? (How wonderful)
How many chickens fit in the coupe? (Fit in the coupe, fit in the coupe) (How wonderful, wonderful)
Wonderful, she don't wanna leave
She jump up, bounce back like trampoline (Have you ever been lost?) (Like trampoline, like trampoline, like trampoline, like trampoline)
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 2: Westside Gunn & James Blake]
Ayo, whip the cocaine ’til the pot bust (’Til the pot bust, ah)
You was on the porch, I was locked up (I was locked up, ah)
Two-tone Maybach truck with the MAC-12 (Skrrt, MAC-12)
Think a nigga shot somethin' (Ah)
Put it to your face, watch a motherfucker blow (Boo-boo-boo-boo-boom)
Daytona, different color face on the road (Ah)
Ten on his head, he be dead by the mornin’ (By the mornin')
I can get dirty for the stove (Ah)
Dior trench shit hang to the floor (Ah)
Dior goggles, I ain't playin' with you hoes (Uh-uh)
Out in South Beach with the poles in the Rolls (Skrrt, boo-boo-boo-boo-boom)
Good to see ya dudes, alligators on the toes (Ah)
Fashion week, I almost tripped two bitches (Ah)
Hundred-round drum, make a nigga go get it (Make a nigga go get it, grrt)
John L. Sullivan, bucket while we drillin’ (Drillin, drillin, drillin)

[Outro: James Blake]
How you are, foreverEmbed"
Loudah,"16 ContributorsLoudah Lyrics[Chorus]
Watch me, watch me get louder, get louder
Watch me (ooh), watch me, get louder, get louder
Watch me

[Verse]
Watch me start standin' on the couches
Watch me start fuckin' on they spouses
Yeah, watch me start runnin' up announcements
Watch me start goin' on ménages, yeah
Watch me start, and I'll be here
Watch me start goin' up in here
I been goin' hard for a year
Goin' separate ties in the-
Heartbroken, come ménage with me
Yeah, baby, it's a supersize, size 50

[Instrumental]See Travis Scott LiveGet tickets as low as $15You might also like24Embed"
L.O.V.E. Interlude,"5 ContributorsL.O.V.E. Interlude Lyrics[Verse]
Yeah, she's a kind
Her love is gold, ooh-ayy
Can't take what's gone away
Yeah, she's a kind
Yeah, she's a kind
Her love is gold
When I'm in need
Yeah, she's a kindSee Travis Scott LiveGet tickets as low as $15You might also likeEmbed"
Love It Mane,"51 ContributorsLove It Mane Lyrics[Intro]
Bueno

[Verse: Travis Scott]
At the highest that I ever be, yeah
Look through the clouds, you just see God and me, yeah
Goin' hard, that's the God in me
2 AM, whippin', can't fall asleep, yeah
I slop the top off, help me breathe
Pop like Aleve, help me relieve
You can tell by the chains, man, who runnin' things

[Pre-Chorus: Travis Scott & Fat Pat]
Slide through my hood like I'm Suge 'cause they (Love it, mane)
Got 'em jumpin' out the woods 'cause they (Love it, mane)
Man, my bitch make me look good and they (Love it, mane)
Put La Flame on every hook 'cause they (Love it, mane)
Yeah, they (Love it, mane)
Suge 'cause they (Love it, mane)
Got 'em jumpin' out the woods 'cause they (Love it, mane)
Man, my bitch make me look good and they (Love it, mane)
Put La Flame on every hook 'cause they (Love it, mane)
Yeah, they (Love it, mane)

[Chorus: Travis Scott & Fat Pat]
(Love it, mane)
Twenty-five lighters on the dresser, yessir (Love it, mane)
Twenty-five (Mhm, love it, mane)
Twenty-five (Love it, mane, love it, mane)
Twenty-five (Love it, mane, love it, mane)
Twenty-five, twenty-five (Love it, mane)
Haters watchin' over (Love it, mane)
I can’t react 'cause they (Love it, mane)
(Love it, mane)
Twenty-five lighters on the dresser, yessir (Love it, mane)
Twenty-five (Mhm, love it, mane)
Twenty-five (Love it, mane, love it, mane)
Twenty-five (Love it, mane, love it, mane)
Twenty-five, twenty-five (Love it, mane)
Haters watchin' over (Love it, mane)
I can't react 'cause they (Love it, mane)
See Travis Scott LiveGet tickets as low as $15You might also like[Instrumental Outro: Fat Pat]
Love it, mane
Love it, mane
Love it, mane
Love it, mane, love it, mane
Love it, mane
Love it, mane
Love it, mane
Love it, mane, love it, mane16Embed"
MAFIA,"178 ContributorsTranslationsTürkçeEspañolPortuguêsMAFIA Lyrics[Verse 1: Travis Scott]
Custom the things, custom the wings
I had to custom the vibe, custom the link up
Cover the back of the lab, front cover magazine
Cover your eyes, cuddled up, back of the V (Yeah)
Our chemistry, just like the trappers and fiends (Ooh)
Our misery really ain't nothin' to see
I gotta travel the V, I like to travel to heat (Ooh)
Bring out a bag of the weed
Did I tell you I got my own weed? I had a lot to achieve
Blew it out and I'm relieved, take it down, now you relieve
Rather you leave, then you go back out on me
Don't throw no daggers at me, you gotta shoot 'em at least
You know my Dodge supreme, I put in hours this week
Movin' at rapid speed, like it's a track, we meet
We got a timeless thing, we gotta find some Zs, yeah

[Chorus: Travis Scott]
Fuck shit up at the club, shit tucked
We be floatin' front to back, back to back, Bentley truck
Back up, Bentley truck, city stuck, stuck, stuck
City up, up, back to back, fold up, fold up, fold up, trust

[Verse 2: Travis Scott]
Like it thick with a bounce, we all in the count
Wine bottles cost 'bout a couch, you on the way with the wave
Stacks in my pouch, you know it jump at the house
You come with two when it's late, know the brown one is my fav'
Then Mike Brown gon' walk you out (Walk you out)
Step by step, watch yourself
Cleaners got anything you might've left
I couldn't do none of this by myself
With mafia, they in the tuck
I gave you fifty to boost up your butt
I gave you the juice, you'd rather get buzzed
I tried to choose you, you'd rather go club
Know what to do, you rattled me up
Common denominator, we were steps from the diamond ages
Got a couple of vibrations
For the simulation, gotta re-up the hydration
See Travis Scott LiveGet tickets as low as $15You might also like[Chorus: J. Cole & Travis Scott]
Fuck shit up at the club, shit tucked (Me and my niggas show up, you know it's goin' down)
We be floatin' front to back, back to back, Bentley truck (You know I'ma bring a parade if I fall through this town today)
Back up, Bentley truck, city stuck, stuck, stuck (Ain't even gotta check, you know we hardest niggas around)
City up, up, back to back, fold up, fold up, fold up, trust (We still pourin' up for the niggas that can't be around today)

[Interlude: Travis Scott]
Mm, mm, woah-ah, mm-mm
Woah, mm-mm, mm-mm
Fuck shit up at the club (Ooh)
Yeah, yeah, yeah
Drop down
Run around, run around

[Chorus: J. Cole & Travis Scott]
Fuck shit up at the club, shit tucked (Me and my niggas show up, you know it's goin' down)
We be floatin' front to back, back to back, Bentley truck (You know I'ma bring a parade if I fall through this town today)
Back up, Bentley truck, city stuck, stuck, stuck (Ain't even gotta check, you know we hardest niggas around)
City up, up, back to back, fold up, fold up, fold up, trust (We still pourin' up for the niggas that can't be around today)82Embed"
Mall*,"2 ContributorsMall* Lyrics(Snippet)

[Hook]
I tried to buy the whole mall for ya
You said it's too small for ya (yeah)
I tried to buy the whole mall for ya
You said it's too small for yaSee Travis Scott LiveGet tickets as low as $15You might also likeEmbed"
Mamacita,"191 ContributorsTranslationsEnglishPortuguêsMamacita Lyrics[Intro: Young Thug, Travis Scott & Rich Homie Quan]
What, what?
Mamacita, 'cita, 'cita
Woah-oh-oh, woah, woah-oh-oh
Mamacita, 'cita, 'cita
Woah-oh-oh, woah, woah-oh-oh

[Verse 1: Travis Scott]
This the last days to the rodeo
Last night had me down in the back, comatose
Don't think sunshades and a pill gon' help
Once I'm gone, can't tame myself (Myself, myself)
Mamacita, 'cita, 'cita
You know I really need ya
Need ya, need ya right now
She get freaky when the light's down
The shit's crack, no way niggas could pipe down
With the head first, got her straight out of the nightgown
Nothin' like the light-skinned mamacitas in H-Town
They got them pornstar big booties
Let me film it, then shoot it
3D money, no illusion
Depending if I'm feelin' bougie
Might hit your line, bitch

[Chorus: Rich Homie Quan, Travis Scott, & Young Thug]
Had to cut my phone off
Bitch got it vibratin' on me like a beeper (Brrr)
Boy, I'm in Colorado smokin' California reefer (Ha)
Hey, the bitch so bad
Caught a ticket 'cause I really wanna meet her (Ha)
(Really wanna meet her, wanna meet her)
Hey, and I ain't kin to Wayne but that my mamacita, hey
(Mamacita, mamacita, what? What?)
Mamacita, mama, mama, my mamacita (Woo)
(Mamacita, 'cita, 'cita)
That's my, my mama, mamacita (Woo)
That's my mama, mamacita (Woo)
That's my mama, mamacita (Racks)
(Mamacita, 'cita, 'cita)
That's my mama, mamacita (What?)
That's my, that's my, mamacita
That's my, that's my mamacita
That's my—
See Travis Scott LiveGet tickets as low as $15You might also like[Verse 2: Young Thug]
Motherfuckin' girl, I love her
I'ma give her the world (Woo)
Ayy, fuck her, I wanna fuck her mother (Woo)
I just might give her my little girl (Woo)
No, no, I won't let go, bro, bad ho
She look the best with a 'fro (Woo)
Natural nat-nat on go (Woo)
Damn, Quan, turn on the stove (Woo)
Whip it 'til I have a stroke (Woo)
I do not fuck with America (Woo)
I get it straight off the boat (Brr)
Oh, damn (Woo)
The kush, it never make me choke
Slow down
I'm speedin' and I got a trunk full of wham (Woo)
Damn, twenty-five thousand on an old school Cam
SS me, these bitches wan' molest me
Damn, they'll sex me, she a lesbian
She want chicken like sesame
And she tryin' to undress me, test me
Give her hotel keys like Cassidy, you dig? (Hey)

[Chorus: Rich Homie Quan, Travis Scott, & Young Thug]
Had to cut my phone off
Bitch got it vibratin' on me like a beeper (Brrr)
Boy, I'm in Colorado smokin' California reefer (Ha)
Hey, the bitch so bad
Caught a ticket 'cause I really wanna meet her (Ha)
(Really wanna meet her, wanna meet her)
Hey, and I ain't kin to Wayne but that's my mamacita, hey
(Mamacita, mamacita, what? What?)
Mamacita, mama, mama, my mamacita (Woo)
(Mamacita, 'cita, 'cita)
That's my mama, mamacita (Woo)
That's my mama, mamacita (Woo)
That's my mama, mamacita (Racks)
(Mamacita, 'cita, 'cita)
That's my mama, mamacita (What?)
That's my, that's my, mamacita
That's my, that's my mamacita
That's my—
[Verse 3: Rich Homie Quan & Young Thug]
Bad little college ho that I got on the east skirts of Decatur
(What you talkin' 'bout, Rich Homie?)
Best believe that she cover Rich Homie Quan like a blazer (Ooh, ooh, ooh)
I smoke a lot of weed, keep my music turned up
Fuck my neighbors (I know they can't fucking stand me, nigga)
I fuck a nigga bitch and turn her like a table (Ha)
Ayy, I'm still practicin' so you know I'm gettin' greater (I swear to God)
Ayy, still wearin' long socks and shorts like Fabo (D4, D4, D4)
Ayy, He was hatin' at first, now he tryna make the payroll (Tryna get some money)
Ayy, got a stupid bitch who'll do whatever I say so (Hey)
Ayy (Ayy), money on your head like a Jesus piece (What?)
Right now I'm higher than Khalifa be (Gone)
Bad bitch lookin' like a Filipina (Bad)
Ooh, you're killin' me (Ha), ooh (What?)
Remember me
You (You), finna be (What?)
Deceased if you keep callin' me (Hey)

[Chorus: Rich Homie Quan, Travis Scott, & Young Thug]
Therefore I had to cut my phone off
Bitch got it vibratin' on me like a beeper (Brrr)
Boy, I'm in Colorado smokin' California reefer (Ha)
Hey, the bitch so bad
Caught a ticket 'cause I really wanna meet her (Ha)
(Really wanna meet her, wanna meet her)
Hey, and I ain't kin to Wayne but that's my mamacita, hey
(Mamacita, mamacita, what? What?)
Mamacita, mama, mama, my mamacita (Woo)
(Mamacita, 'cita, 'cita)
That's my mama, mamacita (Woo)
That's my mama, mamacita (Woo)
That's my mama, mamacita (Racks)
(Mamacita, 'cita, 'cita)
That's my mama, mamacita (What?)
That's my, that's my, mamacita
That's my, that's my mamacita
[Produced by Metro Boomin, DJ Dahi, and Travis Scott]208Embed"
Manhattan*,"4 ContributorsManhattan* LyricsLyrics from snippet

Pull up in Manhattan with thugs, nigga
[?] these drugs, niggaSee Travis Scott LiveGet tickets as low as $15You might also likeEmbed"
Maria I’m Drunk,"205 ContributorsTranslationsTürkçeEspañolPortuguêsTravis Scott - Maria I’m Drunk ft. Justin Bieber & Young Thug (Azərbaycan Tərcümə)Maria I’m Drunk Lyrics[Part I: Maria]

[Verse: Travis Scott]
Made it to L.A., yeah
Finally in L.A., yeah
Lookin' for the weed though
Tryna make my own dough
Callin' for Maria
Lost without Maria
Might dive in the marina
(Ooo-oooh, ooo-ooh)

[Refrain: Travis Scott]
So trust me, baby, trust me
Trust me, baby, trust me
Trust me, baby, trust me
I don't mind
Trust me, baby, trust me
Trust me, baby, trust me
Trust me, baby, trust me
I don't mind
Trust me, trust me
Trust me, trust me
Trust me, trust me
Yeah, I don't mind
See Travis Scott LiveGet tickets as low as $15You might also like[Part II: I'm Drunk]
[Intro: Young Thug & Travis Scott]
Travis Scott
You know, ooh
Thugger Thugger, nigga (Ayy)

[Chorus: Young Thug with Travis Scott]
Call your friends, let's get drunk (Let's get drunk, ayy)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk
(Call your friends and let's get drunk, hey)
Call your friends, let's get drunk
Call your friends, let's get drunk
Call your friends, let's get drunk
(Call your friends and let's get drunk, get drunk)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk, ooh

[Verse 1: Travis Scott & Young Thug]
Twelve more hours left for us in a day
(Call your friends and let's get drunk)
I've been drinkin' all day, I've been floatin' all day (Ayy, ooh)
(Call your friends and let's get drunk, ayy)
Bring your ass over here now
You know where, how I stay
I've been gone for some time now (Yeah)
I just want a lil' taste
Mix, mix, pour (Lean, lean)
(Call your friends and let's get drunk)
Drinkin', sippin' slow (Slow it down, bae)
(Call your friends and let's get drunk, ayy)
Drink so cold now, froze (Pfft)
Froze (Ayy, ayy, ayy, ayy, ayy)
Froze (Sheesh, sheesh, sheesh, sheesh, sheesh, sheesh, sheesh)
Come on over, get drunk
[Verse 2: Justin Bieber & Young Thug]
Damn, girl, I be up late
If you want, you can meet me at the studio (You can meet me at the studio)
(Call your friends and let's get drunk)
Yeah, I've been drinkin' all night (Hey, ooh)
Take a shot, all we got is Don Julio (All we got is Don Julio)
(Call your friends and let's get drunk, ayy)
Yeah, I'm guessin' this is new to you
Thinkin' 'bout all the things that I would do to you
Them lips on fire and them hips don't lie (Yeah, uh)
Girl, I just wanna see what that booty do (Damn right)
Let's lose each other's mind (Ah-ah)
Let's make each other's night (Ah-ah)
Take advantage of time
While we both intertwined (Slow it down, bae)
Girl, I want you on the rocks, no chaser (Oh no)
Be sure to drink it all, won't waste ya (Oh no, pfft)
I know you stay sober (Ayy, ayy, ayy, ayy, ayy)
I'm sure a few drinks won't faze you (Sheesh, sheesh, sheesh, sheesh, sheesh, sheesh, sheesh)

[Chorus: Young Thug]
Call your friends, let's get drunk (Hol' up)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk (Ayy)
Call your friends, let's get drunk
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk, yeah
[Verse 3: Young Thug]
Press lil' mama for weed, and she did it for free
(Call your friends and let's get drunk)
Yeah, that thing wet, baby, I need skis
(Call your friends and let's get drunk, ayy)
Skrrt, yeah, I need a ski
Yeah, oh (Ayy)
From the back, pull her track (Ayy)
Then I'ma speed race in that (Skrrt)
My mama still got my back (Ayy)
Pull down your pants, I want crack (Yeah)
I'm growing weed, this ain't trees, bitch
My bitch brown like Hennessy, bitch
Big blood like Freddy in dreams, bitch
Dressed in a tie like the Dean, bitch
Drunk and in love with my baby
Baby, do not go fast, go slow, wait (Skrrt, skrrt, skrrt, skrrt)
Tell me, tell me information, I got rank (Tell me)
Let's take a shot together then lay up like planks (Ayy, ayy)
Never ever do I wanna leave my lil' lady (Ayy)
Catch 'em down bad, now they gotta plan 'fore that boy wake (Yeah)
Told God if I get an iced out watch, I won't be late (I promise)
Every time I try to stick it in all the way
Baby girl be like, ""Ayy, ayy, ayy, ayy, ayy"" (Haha)
""Ayy, ayy""

[Chorus: Young Thug with Travis Scott]
Call your friends, let's get drunk (Let's get drunk, ayy)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk (Ayy)
Call your friends, let's get drunk
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk

[Outro: Young Thug]
Call your friends and let's get drunk
Call your friends and let's get drunk, ayy245Embed"
Maria I’m Drunk (Demo),"32 ContributorsMaria I’m Drunk (Demo) Lyrics[Part 1: Maria]

[Intro: Travis Scott]
I don't mind if you don't wanna come over

[Verse 1: Travis Scott]
Made it to L.A., yeah
Finally in L.A., yeah
Lookin' for the weed though
Tryna make my own dough
Callin' for Maria
Lost without Maria
Might dive in a marina (Uh, ooh, oh)

[Refrain: Travis Scott]
So trust me, baby, trust me
Trust me, baby, trust me
Trust me, baby, trust me
I don't mind
Trust me, baby, trust me
Trust me, baby, trust me
Trust me, baby, trust me
I don't mind

[Verse 2: Travis Scott]
Them summers in Miami (Them summers in Miami)
Ridin', bumpin' Max B (Ridin' out)
Then I had to hit road
And now I'm finally back home
Ballin' on Maria (I'm ballin' on Maria)
I'm lost without Maria (I'm lost without Maria)
I might dive in, I might swim off in marina
I might do it, I might do it, you remember
See Travis Scott LiveGet tickets as low as $15You might also like[Refrain: Travis Scott]
Trust me, baby, trust me
Trust me, baby, trust me
Baby, trust me, baby, trust me
Baby, I don't mind
Trust me, trust me
Trust me, trust me
Trust me, trust me
Yeah, I don't mind
Oh, mm, whoa

[Part 2: I'm Drunk]

[Intro: Young Thug & Travis Scott]
Travis Scott
Oh no, ohh
Thugger Thugger, nigga
(Ayy)

[Chorus: Young Thug & Travis Scott]
Call your friends, let's get drunk (Let's get drunk, ayy)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends and let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk (Hey)
Call your friends, let's get drunk
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
[Verse 1: Travis Scott & Young Thug]
12 more hours left for us in a day
(Call your friends and let's get drunk)
I've been drinkin' all day, I've been floatin' all day
(Hey, ooh, call your friends and let's get drunk, hey)
Bring your ass over here now, you know where, how I stay
I've been gone for some time now, I just want a lil' taste (Yeah)
Mix it, mix it, pour (Lean, lean)
Drinkin', sippin' slow (Slow it down, bae)
Lean so cold now, froze
Froze, froze
(Ayy, ayy, ayy, ayy, ayy, ayy, ayy, chee, chee, chee)
Come on over, get drunk, yeah
(Chee, chee, chee, chee, chee)
Slide by, flyin' through the hill (Ayy)
Ridin' by, you know how it is (Ayy)
How I'm finna [?] end up in a minute since I got a ticket (Whoa, whoa, whoa)
I'm the problem and the problem fixer (What?)
I'm the governor and the politician, you know (Ayy)
I been gettin' hammered since the go
I'ma grab your curves, you grab my fro (Skrt, skrt)
Yeah, whoa (What?)
Call your friends to get drunk (Brrt)
I need me a blunt (Here)
One, two, three and I'm buzzed (One, two, three, ayy)
If you mind, pay us up (Skrrt, skrrt)
All this all for some drugs (What?)
Oh (Fuck 'em)
Yeah (Ayy)
[Chorus: Young Thug, Travis Scott & Both]
Call your friends, let's get drunk
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk (Pull up, baby, ayy)
(Call your friends and let's get drunk)
Call your friends, let's get drunk
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk (Sheesh)
(Call your friends and let's get drunk)

[Verse 2: Young Thug]
Caress lil mama for weed and she did it for free
(Call your friends and let's get drunk)
Yeah, that thing wet, baby, I need skis (Skrrt)
(Call your friends and let's get drunk, hey)
Yeah, I need to skeet
Yeah, oh (Ayy)
Run it back, pull her tracks (Ayy)
Then I'ma speed race in that (Skrrt)
Lil mama still got my back (Ayy)
Pull down your pants, I want crack (Yeah)
I'm growing weed, this ain't trees (Bitch, uh-uh)
My bitch brown like Hennessy (Bitch)
Big blood like Freddy in dreams (Bitch)
Dressed in a tie like the Dean (Bitch)
Drunk and in love with my baby
Baby, do not go fast, go slow, wait (Skrrt, skrrt, skrrt, skrrt)
Tell me, tell me information, I got rank (Tell me)
Let's take a shot together then lay up like planks (Ayy, ayy)
Never ever do I wanna leave my little lady (Ayy)
Patrón down, back down, they got a plan 'fore that boy wake (Yeah)
Told God if I get a iced out watch I won't be late (I promise)
Every time I try to stick it in all the way
Baby girl be like, ""Ayy, ayy, ayy, ayy, ayy""
Ayy, ayy

[Chorus: Young Thug]
Call your friends, let's get drunk (Hol' up)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk (Ayy)
Call your friends, let's get drunk
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk
(Call your friends and let's get drunk)
Call your friends, let's get drunk, ayy

[Outro: Young Thug]
Call your friends and let's get drunk
Call your friends and let's get you drunk, hey4Embed"
